Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzpePGI4vxOUcRAvAp4AaABAg,,@zeynepece1907-ick,,ARABAŞIYI GÖRÜNCE UÇTUM EN SEVDİĞİMMMM 🤩😋,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwXRKL4rXBLxqGq0nt4AaABAg,,@slm952,,Atakan abiye acıyı elinle yeme diyen emre abinin acıyı eliyle yemesi shshdh 31:59,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxEamewiCu8k4TnAYd4AaABAg,,@Saliha-z2v5q,,Abi Cenan abi ve Arif abiyi konuk alsana cok  izlenir bence,1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwWyF2bFOBE0PrSURJ4AaABAg,,@yaseminnnnnnnn,,Bir Yozgatlı olarak Arabaşı başlığını gördüm koştum geldim 😋O dede hemşerimdir ama o şekilde yutmuyoruz biz o biraz şov olmuş baya tehlikeli 😃Amaç sadece çiğnemeden yutmaktır belirtmek istedim 😊,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyyvL_VaxcowbxYkaJ4AaABAg,,@aysegultuncer1534,,38:40 çok uzun süredir böyle gülmemiştim,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz7w5mF1GFQdm0Nx-B4AaABAg,,@sibelbiçer-m3m,,Emre abi Cemile ablaya çok yardımcı olmuşsunuz,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzhebXCqrq23JwtJZN4AaABAg,,@haveyoumetbengi,,EN SEVDİĞİM YEMEKTİR ARABASI CORBBASI,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwD0rRhNQJTlx-96nB4AaABAg,,@Ghost12848,,Sonunda aw,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxAsqbezYSuKRp3kAB4AaABAg,,@Nurhanımınızzz,,Öncelikle video çok güzel ve komikti bir konyalı olarak kare borcam için yarım bardak undan briaz fazlası ile 2 buçuk bardak su ile hamuru yaparsanaız daha güzel olur çünkü dikdörtgen bir borcam için ölçü 1/5 şeklindedir ❤❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw-oc2ciTwqW__BfvV4AaABAg,,@seyma.betull,,Oha hazır su garipseniyor muymuş hiç bilmiyordum fmfmmfmfmf ben hep öyle derdim,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwiW_SR_jetzj2C81V4AaABAg,,@Zehta-q2h,,İnci olsaydı cok guzel olurdu ama yine de bu üçlü çok iyi video cekmisler star inci olmamasina ragmen cok eglendim,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxmrvZtSxXI3Vq2SP14AaABAg,,@zeynep8895,,Hazır su'dur bu aradaaaa,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzR_oEnmcOW7yY5e1J4AaABAg,,@yks2026-b2,,Buda bittiiiiii,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxPY3Z9RlaZwTG5SsR4AaABAg,,@mirackoc58,,Bi dahaki bölüme cemilenin annesi gelsin lütfen hem daha az yorulmuş olur kadın,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwAnwfRwRi0fbEpnW94AaABAg,,@aysemang-pp6un,,Benide grubaa alınnn(şaka değilll)😅🙋‍♀️,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyla5e8xvZhO3sv04d4AaABAg,,@sevvalpoyraz,,23:31 HAHAHAHSHSJDJJ,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwJqPSovjPOxrcxaGh4AaABAg,,@s_nur6,,Hazır suya şaşıran atakana benim satın su demem şoku kskskslşs,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz4X_DtY2q0jHXLFmR4AaABAg,,@Tuğçe-p9n3j,,"emre doğru söyle eller üzer videona yaptığım nazar değdik yorumunu görüp acıdığın için attın demi videoyu:,,,))",2,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzX1G_LPVDqPib0ejt4AaABAg,,@ZeynepKaya-n3l6s,,Gida muhendisiyle yemek yapmak herkese nasip olmayan bisey bu arada 😎 dmsmdms,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugxadvx9C_g2BvsikJl4AaABAg,,@buse35.97,,Birbirinizi filtresiz sevdiğiniz o kadar belli ki goygoy seviyenizin hiçbir alt sebebi yok sırf sevgiden kahkahalar çok güzelsiniz 😅😅,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzuvPE9Pioi9UVFBDN4AaABAg,,@MRSMagaza,,7:48 Emre 😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxCI_Bf40ibvbgrMDd4AaABAg,,@Mami42vbc,,Bakın hanginiz vlog çekiyorsa hanginiz video atıyorsa hepsine tek tek yorum yazacağım çok Güzel hareketler bunlar neden yayınlanmıyor,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugynfra7-PHfwzxQ_Rh4AaABAg,,@erdalayar1039,,kuzu yemeyen biri yemek programı yapamaz kardeşim,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyekBefhLAH5oucHgl4AaABAg,,@ecemylnc,,Nolur sen miydin sevgilimi çalan şarkısını baştan sona söyleyip paylaşın bayıldımmm,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw0GAkRvW84hYfDmr94AaABAg,,@roblox_kullanıcısıişte,,34:12 çat kapı gelrüö aklına olum,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgynDhVOZR3uW0nc1v94AaABAg,,@hulyaozdemir3100,,"Ben gıda mühendisiyim, ara aşı dediysem ara aşı😄",0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyac7m7k3vU_OvPf6x4AaABAg,,@AlexJung-j4w,,29:40 hazır su btw,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzVqUjG_D9WMgpowYx4AaABAg,,@karyeliymis,,ALLLLAAAAH GELDI BENIM FAV PROGRAAAAAMMMMMMMM AMA EMRE BU DA BITTI YENISIIIII BI DAHAAAA,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgybnK_FSn7Iu595AOR4AaABAg,,@gokyuzundekikadin,,29:26 seni o kadar iyi anlıyorum ki Cemile..,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyrXhqFsEDssHYnpE94AaABAg,,@muratfndkc3645,,Atakanla cemile evlimi💅🫣🫣🫣🫣🫣🫣🫣🫣🤭🫣,0,11 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzylG_WIU77qVscWHR4AaABAg,,@mahalleninbiricikkızı,,%80 sohbet %20 yemek,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzNIwKl0TKL-yQUsiB4AaABAg,,@esra.adiguzel,,Emreeeeee bul beni bir kaç ayımız kaldı😂😂😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxJiPciqhqH06gbbOt4AaABAg,,@Nazlı-v5i,,akşama ne yemek yapim diyodum buldum ARAAŞI,0,9 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxaHwCMJNlOBTgR30V4AaABAg,,@hwangers_love,,Evet yozgatlıyım okadar iyi bir yemekki anlatamam çok iyi,0,13 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz-UkdJCrowKuiP5Th4AaABAg,,@HELİNFİGEN,,cenan emre arif açık mutfak istiyoruzz,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwMQTtP8l9FTOfxc_14AaABAg,,@zuri8286,,çok fazla Adana’dan bahsedilmiş çok sevindim adsdadads bu arada biz hamuru çok çok az alıp yiyoruz ve çiğneyerek yiyoruz.,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyzSR3MIywapztC3AB4AaABAg,,@ÖmerACAR-t2v,,Atakanı o yoğurt koyan adamla buluşturun artık 😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyvlabKI4ZJT3MK1_F4AaABAg,,@EslemArslan3766,,YOZGATLI OLARAKKK BEĞENDİMM 66❤,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy_0mLWWpHSmy-ecLB4AaABAg,,@Userayda3,,Arif ve cenan gelsin ArCenEm bekliyoruzz,1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxVzgpStMKTiv28T8V4AaABAg,,@lionn8570,,18:53 Emre’nin mekanın sahibi olarak her youtube a gelen arkadaşını ağırlayıp kanalını tanıtması😎,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwXllzXnQR_0142ewh4AaABAg,,@luvcemoo,,❤🥳,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzFRuiRHdotTNm5ikN4AaABAg,,@asliiAP,,Emre bu çekimden sonra kazandıüı paraları saymaya gitti…,1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyPxGAy-t7O8-FsZG54AaABAg,,@guls.8768,,Aytaç abi ve Ege abiyi de görmek istiyoruuuuz,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwgOoA1bkvgxCu8e2R4AaABAg,,@luneays,,ben seni inandırım ama daha 50 gün varr sinavin bitmesine fkedmmx,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy17h2HNuNgE_TDKDB4AaABAg,,@elanur1314,,Arif Cenan da gelsin❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugze3jbV00WYlHg48CB4AaABAg,,@NarminHasanzade003,,"Ebru abla gelsin, birlikte ıslak kek yapın🥮",0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxRRzjLAQ2k1uIm9w94AaABAg,,@sehericten423,,Emre‘nin kanalinada abone olduk neden; cunku komik😂,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwaFRJObyzxjVp-4HR4AaABAg,,@Pilotzm,,29:35  Öyle dememizin sebebi evde çeşmeden su içebiliyo olmamız. O yüzden de hazır su diye bedondaki suya diyoruz.,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwVbXB_jgcKna4eQVp4AaABAg,,@AishaPashazade,,Canlı yayın aç.❤,0,1 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwjpqXyW7ucyHflAzp4AaABAg,,@miray3190,,13:15😂😂😂😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzBaCDc-uWGuhtJs4J4AaABAg,,@prensss-j2x,,Aman Allahım gözlerime inanamıyorum,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxbRH5FEl2C_dW1Tlh4AaABAg,,@archivepel,,abi star incinin de sesi olsa görüntüsü olmasa görüntüsü sesi de olsa ikisinden birisi de olsa olurdu,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyZp8uB0E0jDQDWK9F4AaABAg,,@pnaryldrm6783,,Küçüklükten beri tiyatro izlemede uzmanlaşmış biri olarak ses tonlarına çok dikkat ediyorum.Bazilari yetenekli olsada sesi içine kaçıyor.Atakan ve Emre'nin gümbür gümbür.Genelde kızların az çıkıyor.Cemile sahnede şahane normal video larda hem utangaç hem sesi az.Amaaa bu ekipte ses tonu diyince ÖMER,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyo1dK01TuYB7vY9OR4AaABAg,,@aleynaaergin,,Vampir köylü gelsinnnnn 🎉,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw06pgigeW562BR9oR4AaABAg,,@gizemli-1234,,"Manifestli bir video hissi verdin 
3 ay için de evleniyormuşsun 😂😂",0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzU-fuhjSu1vUjJxel4AaABAg,,@MehmetYiğitCanyurt,,❤❤❤😻,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy0tZvWoxa9SAfR8xd4AaABAg,,@Selenaksa-u5d,,ASLAN ABİİ yaa ben de tshirtü çok istiyorduummm başka varsa bana da bana da lütfenn,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxLitRCuVNYA63onZx4AaABAg,,@buseekrnn,,bu arada bizde hazır su diyoruz içme suyuna,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw_KUl50-LhT4UqCqF4AaABAg,,@arjenkahramaner2951,,46:00 o kadar parası var ki youtube geliri gözünde minik kalıyor aslan emre hatta emre aslan 😅,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugx8-kIDVyVxuU9iT8J4AaABAg,,@beneylulunuzz,,20:04 dede kebaba gelin,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwjVQv6GY2_npE88al4AaABAg,,@Zeynepwp-c9,,Abi açık mutfak devam demi…,1,7 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz5u7yyMmEPKC1eVmF4AaABAg,,@YunusElhaman,,Ben çok güzel hareketlere gittim İzmir’de ama sadece Ömer ile fotoğraf çekildik,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgweY4gcMGpZakmkaL94AaABAg,,@ezgibugday8656,,Cenanla yağlama yapsana diğer bölümlerde,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz2pkjcQLkQ5GBp-hJ4AaABAg,,@hburakaplan,,44:38 ben hala tepkiye gülüyorum kaldım burada video bitmiyo 😂😂😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwzQsjQkLSOX0iU_yt4AaABAg,,@yagmur1726,,40:18 Keser! Eminlik,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy6S6OotuQbjv_ZrGB4AaABAg,,@sisman5644,,44:52 gercek yuzuklerin efendsi gurmeleri iyi bilir bu sahneyi 😂😂😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgziZ8SK5fOB6fdH2q94AaABAg,,@ElifDirik-o2p,,02:13 çünkü o bir gıda mühendisi 😅,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy5w1HMvUsZpxRETgF4AaABAg,,@BeyzaPahasız,,8:47 atakan deney yapıcakmış gibi hissediyom,1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzb-_ZFxPZomJvXAAx4AaABAg,,@akça-t6,,Arcenem beklemiştim be..,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxHpVI69NbCuBdBvsR4AaABAg,,@esens2112,,13:41 der susarım. spotify'a tahmini ne zaman gelir?,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzdhBBeHzG9d_87G_Z4AaABAg,,@SultanEkinci-r4i,,Geleneksel yemeğimiz egeliyim ben yani arabaşa aşığım AŞIK,0,12 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwNANR1BKOXmPMwSKJ4AaABAg,,@yldzbelgin4376,,❤❤❤❤,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzud1diEeBtWtS3H-14AaABAg,,@DaphneDaphne-b5c,,Abi keşfete atakan ile cemile nin kanalında senin yorumunu gördüm bi uğruyayım dedim burdan bakalım kime uğrayacam,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugweef6D4F_kd9Zvftt4AaABAg,,@Ervayusufdmn,,3:23 Kayseri de yaşıyorum nerdeyse her gün içiyoruz,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzeh09ow3k0pdBtWct4AaABAg,,@MinaKaya-i9j,,Bence kapaklara inciyi de koy daha çok izlenir inciyi seviyomm böyle gözler inciyi arıyo,0,4 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugybj3at0TK4HI0ruGd4AaABAg,,@AhmetÇakır-x88,,bu bölüm baya eğlenceli olucak kesinlikle 🎉🎉😎,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgykCtLRMIadzcnc4Jd4AaABAg,,@eczebebehuhuhuhfjfhg008,,10:18 imam bayıldı,0,9 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwWGqEH_I4VxHs97814AaABAg,,@Asyaiste274,,Abi arcenem açık mutfak bölümü bekliyoruz,2,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyADQvNKM4esCnSj6Z4AaABAg,,@hacersolmaz7977,,Video yu 13.00 de at abiiii❤❤❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyS1zg4BzUGpCe6Llh4AaABAg,,@theyagmuslwy,,SONUNDAAA,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz9w442LR_8p7nK0yd4AaABAg,,@Bedyasslys,,4:16 Bİ DURUN EMRE SALLİCAK,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugx7IUzJKRIz4A1uN5R4AaABAg,,@selcannnn1,,11:38 her bölüm yaparım bu espriyi ✨,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzXNcT3Y7Iba7mYmFV4AaABAg,,@zynpbsglu,,O eldivenler ustanın eli kirlenmesin diye,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzljdixlvP4_liA_y54AaABAg,,@elanur1314,,Abi yeni bölüm ne zaman ❤❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy985rzuM475vH2KUB4AaABAg,,@sultanhalis3389,,Çünkü gıda mühendisiyim,1,11 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugwv_Bl5QMY77zY4qWt4AaABAg,,@Wegh_FanClub,,Cenanla Edalı cilveli lahmacun bekliyoruz,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzs9npBGJi7vZaUav14AaABAg,,@elifnurkaplan42,,Birde sanki her hafta bölüm atıyormuş gibi geçen hafta demissin abi JFJGKFJFKDJS,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy1ahMnkf0OVNFvd5F4AaABAg,,@ir3mnll,,bu arada ergün abi sizden ünlü haberiniz olsun,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzvCvYwjqzqHTkGZBF4AaABAg,,@selinpilasli,,Annemsiz bu çorbayı yapman üzdü ama bu corba kısın yenir emre,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyLk7_gP3x2ZTYti_J4AaABAg,,@dilek7815,,Emre abiii😉😉😉,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwPuyYPtayn9B3T3dZ4AaABAg,,@samiyusuf9331,,Ya abi lütfen Arif abi ve Cenan abide gelsin lütfen,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxTsYOrCLgLGGb_uJp4AaABAg,,@M7world_officiallৎ,,Artık çok güzel haraklerde bölüm atın,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyvRxhtPPZStIDwSLV4AaABAg,,@SevalGünvar,,3günde 308bin izlenme alan bir kanal 🎉🎉 sanırım hep bizimle olacak 🙏🏻☝️,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwCF1sRjQ5V2n4zYGV4AaABAg,,@EsraTürkerr,,"Çok iyi bi bölüm 😂
Yozgat değil Konya diye biliyorum bir Konyalı olarak dkmdkdmf",0,3 hafta önce,Hayır
