Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi,XLM_Turkce,Nihai_Etiket
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLAReCuiwGhdz,Ugzrm85LM26eF3Ch4lR4AaABAg,@esraoz2191,@Acelya_Göksu,Hahah😂 ben aysegul cok donuktu eglenmek icin tugbayi tekrar izliyorum,9,3 ay önce,Evet,positive,0.5365,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLARZ6I6U4adp,Ugzrm85LM26eF3Ch4lR4AaABAg,@Asinvb.53,@Acelya_Göksu,Komikti geri geldim😂😂😂😂😂,3,4 ay önce,Evet,negative,0.6638,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLARdOv0pt-Jr,Ugzrm85LM26eF3Ch4lR4AaABAg,@Kuşlar-f9s,@Acelya_Göksu,Tabiki de ben🙋‍♀️🙋‍♀️,3,4 ay önce,Evet,positive,0.4825,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLAS5GBxyQEDs,Ugzrm85LM26eF3Ch4lR4AaABAg,@ergingokay5077,@Acelya_Göksu,😂,2,3 ay önce,Evet,neutral,0.4468,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLARYsvEn7a-K,Ugzrm85LM26eF3Ch4lR4AaABAg,@zohre5496,@Acelya_Göksu,😂😂😂,1,4 ay önce,Evet,neutral,0.5442,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLARq2KZUBkEv,Ugzrm85LM26eF3Ch4lR4AaABAg,@zzeyn._.1,@Acelya_Göksu,Ay evett,1,3 ay önce,Evet,negative,0.3954,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLAS6VGOBrp2N,Ugzrm85LM26eF3Ch4lR4AaABAg,@ggoldenday6394,@Acelya_Göksu,Orada bahsedince geldim ben de,1,3 ay önce,Evet,neutral,0.5139,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLASl2xNtGxz-,Ugzrm85LM26eF3Ch4lR4AaABAg,@seyma_er,@Acelya_Göksu,Beenn,0,3 ay önce,Evet,neutral,0.4276,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz0tt8mbtSvI6lYDnx4AaABAg.ARW_-TAqcHLAUDBiP4-0FV,Ugzrm85LM26eF3Ch4lR4AaABAg,@betul26500,@Acelya_Göksu,Benn,0,1 ay önce,Evet,neutral,0.5155,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzlvgeWqQFDB8YUokF4AaABAg.AEIZok-pJ7BAEK7wRCF8Qu,Ugzrm85LM26eF3Ch4lR4AaABAg,@bwaraz,@Acelya_Göksu,telefon 10 000 00 tl,3,1 yıl önce,Evet,neutral,0.7761,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzlvgeWqQFDB8YUokF4AaABAg.AEIZok-pJ7BALMYlpXB-gB,Ugzrm85LM26eF3Ch4lR4AaABAg,@ashn_asi,@Acelya_Göksu,Psikologlar da açık mutfak izliyor 😅,2,9 ay önce,Evet,neutral,0.688,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugy87XM2Oeayy0SlLJN4AaABAg.AEK1zQEvsJbAEUpzOCTGTu,Ugzrm85LM26eF3Ch4lR4AaABAg,@nairiagay7685,@Acelya_Göksu,(emre de) HAHAHAHAHAHA,46,1 yıl önce,Evet,neutral,0.5085,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugy87XM2Oeayy0SlLJN4AaABAg.AEK1zQEvsJbAEUqZtHfU4o,Ugzrm85LM26eF3Ch4lR4AaABAg,@CeylanKsd,@Acelya_Göksu,@nairiagay7685 o da çok tatlı ama ya,2,1 yıl önce,Evet,positive,0.5903,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugy87XM2Oeayy0SlLJN4AaABAg.AEK1zQEvsJbAF0AuF_5wL7,Ugzrm85LM26eF3Ch4lR4AaABAg,@irmakgunes7,@Acelya_Göksu,İnci emrenin neyi,1,1 yıl önce,Evet,negative,0.6302,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugy87XM2Oeayy0SlLJN4AaABAg.AEK1zQEvsJbAF0CEBR9M48,Ugzrm85LM26eF3Ch4lR4AaABAg,@CeylanKsd,@Acelya_Göksu,@irmakgunes9414  komşusu,2,1 yıl önce,Evet,neutral,0.595,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwHX5iXvKRLfQRDOJp4AaABAg.AEKlxYdKl0mASX8XOmbi1K,Ugzrm85LM26eF3Ch4lR4AaABAg,@september264,@Acelya_Göksu,"Evet ya, Ayşegül'le olan videoda şunu fark ettim. Tuğba'nın aksine, o videoda İnci bayağı dışlanmış, pek bir şey de yapamaya fırsat bulamamis gibi",8,3 ay önce (düzenlendi),Evet,negative,0.578,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwHX5iXvKRLfQRDOJp4AaABAg.AEKlxYdKl0mAERywjOulco,Ugzrm85LM26eF3Ch4lR4AaABAg,@öznuryazıcı-i5v,@Acelya_Göksu,6:51 burada kesinliklee,21,1 yıl önce,Evet,neutral,0.6753,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwHX5iXvKRLfQRDOJp4AaABAg.AEKlxYdKl0mAERPbqd6MMd,Ugzrm85LM26eF3Ch4lR4AaABAg,@TanemOzel,@Acelya_Göksu,Evet ya çok tatlıı❤,6,1 yıl önce,Evet,positive,0.9058,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwHX5iXvKRLfQRDOJp4AaABAg.AEKlxYdKl0mAEMTw3dy78Q,Ugzrm85LM26eF3Ch4lR4AaABAg,@soyaalarim,@Acelya_Göksu,Evett,12,1 yıl önce,Evet,neutral,0.4617,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwHX5iXvKRLfQRDOJp4AaABAg.AEKlxYdKl0mAKdVQ9fO1qj,Ugzrm85LM26eF3Ch4lR4AaABAg,@starriestarzz,@Acelya_Göksu,EVET COK TATLIIIIIU,1,9 ay önce,Evet,negative,0.6294,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwHX5iXvKRLfQRDOJp4AaABAg.AEKlxYdKl0mAFIWcPk8pMd,Ugzrm85LM26eF3Ch4lR4AaABAg,@Mizgin-m7o,@Acelya_Göksu,Bu yüzden inciyi dışlıyor koca yürekli adam 😍,2,1 yıl önce,Evet,positive,0.7603,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgxGoZvHmfH3IIoae7d4AaABAg,,@sehercelik255,,Tuğba'nin enerjisi Emre'nin harika şakaları İnci'nin şarkıları ile bu video benim favorim olucak eminim hatta oldu bile,716,1 yıl önce,Hayır,positive,0.8853,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugz-S5vpDne0u-Shz854AaABAg,,@betuly37,,14:40 Tuğba az hasar versin diye meyve bıçağı vermişler 😂,429,1 yıl önce,Hayır,neutral,0.4603,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzSdDqxzj-fzQIzS-F4AaABAg,,@elifozarslan8241,,Aslında iki kamera olucak biri sizi diğeri arkadakileri ara ara gösterilecek mükemmel olur bide gülmekten karnım ağrıdı iyi ki varsınız,242,1 yıl önce,Hayır,positive,0.8346,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwpIewk5MUD-kiZuTB4AaABAg,,@ezoskilyrics_3004,,"Tuğba'nın saliselik değişen yüz ifadeleri, Yeşim'in çalışmayan araba motoru gibi gülmesi geberttİ PUAHAHSJWNSMW",251,1 yıl önce,Hayır,positive,0.503,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzZcJamWG1HuO-ANB54AaABAg,,@seyma7924,,Melisten sonra tekrar izlemeye geldim tuğba burdaki gülüşün harika böyle devam et kimseyi gülüşünü etkileyecek kadar dinleme❤,30,1 ay önce,Hayır,positive,0.8819,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwggsX7o0q6X2tKJut4AaABAg,,@baharr.m,,Video aşırı iyiydi gerek tuğbanın travmaları ve aşırı iyi mutfak skilleri yeşimin arkada krize girmesi emrenin habire bir yerlerine zarar verip kimse tarafından umursanmaması hepsi çok iyiydi,332,1 yıl önce (düzenlendi),Hayır,negative,0.5764,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgynHEDeLgXalorBLYd4AaABAg,,@nurooxedits,,tuğba inci ve emre = enerji patlamasıı,227,1 yıl önce,Hayır,negative,0.508,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzluUOY0tMwQGxRlPp4AaABAg,,@Şeymasultank,,"İnci, Barış Alper ve Tuğba konuşamıyor. 😂😂😂 
Ergün amca ve kamera arkası o kdr eğleniyor ki onların gülmesine daha çok güldüm. 
Tuğba çok tatlı ya iyi ki gelmiş enerjisi inanılmaz. 
Yeşimin mükemmel girişiiiii tirilaylayliiiii tirilaylaylommmmm 😂😂😂😂😂🎉
İncinin her zaman ki tatlılığı ay bayıldığım bir bölüm oldu çok güldüm 😂😂😂",250,1 yıl önce (düzenlendi),Hayır,positive,0.8527,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwWGCWGhU0Qd9BgqKB4AaABAg,,@ragoyelmelgocnm,,"12:43 abi kulağım sizde başka yere odaklanmıştım, adım ahmet olmamasına rağmen seslenince refleksle baktım bana el sallıyon sandım ""buraya odaklan"" der gibi offf ANKATINCA KOMİK OLMADI AMA ÇOK GÜLDÜM KENDİME",0,2 saat önce,Hayır,negative,0.5048,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgyQeyfaad1ur9fbfCZ4AaABAg,,@hirassz2,,40:09 Tuba pizza hamuru mu hazırladı travma kasesi mi belli değil,74,1 yıl önce (düzenlendi),Hayır,neutral,0.6889,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgyDZBwUjLvLyKXRVvh4AaABAg,,@Alara4516,,Tuğbayı izlerken anksiyetem tuttu 😂😂 aşırı tatlı ve aşırı heyacanlı yaa iyi ki gelmişşş çok samimiydii🤍🤍,155,1 yıl önce,Hayır,positive,0.8977,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzgRhX05JlbP_zslhJ4AaABAg,,@ir3ms.5,,tuğbanın hamur yoğruduğu (şüpheli) ve travmalarını anlattığı kısımda bi de emrenin esnafın telaşı kısmında çatlayacaktım gülmekten video boyunca çok güldüm iyi ki varsınız inşAllah emeklerinizin karşılığını bolca alırsımız seviliyorsunuz ❤,213,1 yıl önce (düzenlendi),Hayır,positive,0.8063,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgyS1XmOdsR_vXqMhit4AaABAg,,@cghbegoniva,,"Tuğba'nın enerjisi şimdiden tüm bedenime yayıldı, Emre ve İnci'ye söyleyecek zaten sözüm yok her gördüğümde keyfim yerine geliyor... Bağımlısı olmuşuz biz bu serinin 💖",203,1 yıl önce,Hayır,positive,0.864,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzcMX015dd2oZ9NbCx4AaABAg,,@tugbayururr3852,,Tuğba mükemmel bir kadınsın yaaa 💖 gülmekten yaş geldi gözümden,14,1 ay önce,Hayır,positive,0.9255,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugxz-cMtlfOWzoAaT9J4AaABAg,,@BURCEROSS,,TUGBAAA harıkaaa bı ınsan her dakıkasına ayrı koptum :D,12,1 ay önce,Hayır,negative,0.3924,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgxJQD0-lvCk2ga0jiN4AaABAg,,@Bertin-r6s,,"1) 34:55 - 40:14  Tuğba YILMAZ vs TRAVMALAR 😂😂
2) 43:57 - 45:09  Star İNCİ 
3) 46:02- 46:30 Yeşim’in Ses Detone
4) 54:51-55:46 Kısa Süreli Konser
5) 56:53- 58:32 Matematiksel Hesap
6) 1:00:17- 1:00:50 Taklitçi Timsah vs Yeşim gülüşü 
7) 1:05:51 - 1:06:38 Ayrı Kafalar 
8) 1:07:10 - 1:08:29 Yeşim ve Ekler Diyaloğu
9) 1:12:59 -1:13:33 Yeşim pizza ve bitiş 
  Ekleme
1) 4:22 - 6:01 Tuğba Mutfağı Öğreniyor
2)6:20- 7:07 Yeşim Giriş
3) 9:10- 9:42 Yeşim’in Kehanetleri
4)12:59- 13:08 Tuğba Pot kırıyor
5)13:27- 16:17 Tuğba vs Hareketler
6)25:30- 29:24 Emre’nin Anıları ve Yeşim’in umursayış 

       Tuğba, Yeşim, İnci ve Tüm Açık Mutfak ailesi teşekkür ederiz 🫶❣️",133,1 yıl önce,Hayır,neutral,0.7222,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwOgsxjreFU4AqiOIV4AaABAg,,@Zey-Betül,,Emre video boyunca Tuğba'nın yeteneklerini izlerken şok gecirdi,140,1 yıl önce,Hayır,positive,0.5903,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwQUK7mLcdAQ3xYcnl4AaABAg,,@yareennacabeyy,,off Emre ya o kadar işin arasında hem instaya st çekip hem turnelere gidip hem açık mutfak çekip chate katılıyorsun iyi ki varsın umarım istediğin kitlenin çok çok daha fazlasına ulaşırsın senin yanındayız...,103,1 yıl önce,Hayır,positive,0.8098,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugwjs2yj7Egj6Ft5ZB94AaABAg,,@thedropie,,O kadar kahkaha tufanı bi bölüm ki bu üçüncü izleyişim sanki ilk defa izlemişim gibi gülüyorum enerji böyle bi şey işte yapaylıktan uzak doğal olunca direkt etki ediyor Tuğba kesinlikle tekrar gelmeliii hatta yeşim tuğba ikilisi bi arada olsun lütfennnn,46,1 yıl önce (düzenlendi),Hayır,positive,0.7694,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugywy6nuZiF4WHIZ7qh4AaABAg,,@IsraMirac-lb1sz,,Yeşimin arkadan gülme sesleri çok güzeldi  orda olmasına sevindim Tuğbayada çok güldüm en iyi bölümlerden biri oldu,124,1 yıl önce (düzenlendi),Hayır,positive,0.9309,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgxGoZvHmfH3IIoae7d4AaABAg.AEH7ynuM55hAEUVVxd6Lgp,Ugywy6nuZiF4WHIZ7qh4AaABAg,@busranur585,@IsraMirac-lb1sz,Yeşim ayrı bi hava katıyor ya 😅,4,1 yıl önce,Evet,positive,0.7323,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzluUOY0tMwQGxRlPp4AaABAg.AEK9D5310GWAEKz4ukrVwB,Ugywy6nuZiF4WHIZ7qh4AaABAg,@Tenzile-h2h,@IsraMirac-lb1sz,Barış konuşamıyor değil Rizeli olduğu için öyle konuşuyor hepimiz biliyoruz yani??,0,1 yıl önce,Evet,negative,0.519,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwQUK7mLcdAQ3xYcnl4AaABAg.AEJqh1TnhYRAEJrbEC4kRd,Ugywy6nuZiF4WHIZ7qh4AaABAg,@BarscnarAvcu,@IsraMirac-lb1sz,Çok iyisinizzz,2,1 yıl önce,Evet,positive,0.912,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgycAqKWmvwSzSJAmlR4AaABAg,,@sunaymp4,,Mutfak konulu hicbir programa bu kadar baglanabilecegim aklima gelmezdi,56,1 yıl önce,Hayır,positive,0.4583,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwZIl6Hr2o93l7Wan54AaABAg,,@howicoe,,"İlk kez yorum yapacağım galiba.
Bu zorlayıcı yks serüvenimde kafa dağıtmak ve bir nebze olsun gülüp eğlenmek çok kıymetli oluyor. Bu vakti Açık Mutfak serisini izleyip geçirmek daha da iyi hissettiriyor. Sizlerle birlikte ben de oradaymışım ve orada izleyip gülüyormuşum gibi hissediyorum. Ortam samimi, sıcakkanlı insanlarla dolu ve eğlenceli olunca tadından yenmiyor bu serinin. Konseptinize işte bu yüzden bayılıyorum. Sizleri çok seviyorum küçük bir kardeşiniz olarak da iyi dileklerimi iletiyorum. Dilerim kanalınız hak ettiği değeri görür ve katlanarak artan kocaman bir aile olarak devam eder. Son olarak elinize, emeğinize ve yüreğinize sağlık, neşeniz daim olsun ❤",102,1 yıl önce,Hayır,positive,0.8471,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzG6lDpDNFudo2kpHV4AaABAg,,@bebegimtugcen,,"Tuğba'nın çocukluk travmalarına gülmekten nefes alamaz oldum, videoyu biraz durdurup öyle devam edeceğim🤣",50,1 yıl önce,Hayır,positive,0.6928,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugw4T1hOeqXAsGp7GBV4AaABAg,,@içimdengeldiğigibiii,,Ya tubaya ayrı bir seri çeksinler çocukluk anılarını anlatsınnn,6,1 ay önce,Hayır,negative,0.4476,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugxv95VQMcsVfcgAvCF4AaABAg,,@nurcankran9186,,39.dk dayım kendi kahkahamdan tuğbayı  duyamadığım için videoyu durdurdum . Ağlamaktan ekranı hiç net görmedim şuana kadar .hamuru yoğururken eziyet etti resmen .biraz dinlenip izlemeye devam edeceğim,34,1 yıl önce,Hayır,negative,0.8593,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzZQ5ALVIN7mADSgIN4AaABAg,,@tuanaugur1027,,Tuğba'nın hareketleeini anlayabiliyorum çocukluğunda uzun yıllar zorbalığa uğrayınca en saçma yerde saçmalayabiliyor insan bende öyleyim kendimi aşırı yakın hissetim çok tatlış,30,1 yıl önce,Hayır,positive,0.4593,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgxuHPA9o6fIY8boz_l4AaABAg,,@izellt,,bi isi izlerken kisi kendini o an sahnede hayal edebiliyosa o is kiymetlidir ben acik mutfagi her izledigimde kendimi aranizda hayal edebiliyorum:) cokkk selamlar,97,1 yıl önce,Hayır,positive,0.8242,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzDPSAFbqvEA-dZOql4AaABAg,,@Myself_A10,,Tuğba da iki uç bölüm daha gelse bu sefer mantıyı gerçekten açar öyle paket değil ahahhjha,42,1 yıl önce,Hayır,neutral,0.3518,,nötr,nötr
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwZQkbm72QbNLyyzZN4AaABAg,,@sultankacmaz9980,,Tuğba ve yeşimi birlikte konuk alın ya,10,1 ay önce,Hayır,negative,0.4653,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwTd0NoXSOghLpZSqZ4AaABAg,,@zeyneptasdelen5289,,Yeşim konuktan sayılmaksızın her bölüm olsun ayrı olarak konuk alın. Bu da bi fikir. :) hatta Tuğba da,16,1 yıl önce,Hayır,positive,0.6144,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgyX18xpuUeR4Wnd7TN4AaABAg,,@ecrinkoroglluu,,En güldüğüm bölümdü puahauahahaj Tuğba'nın çocukluğuna indik 😅😅,65,1 yıl önce,Hayır,positive,0.8559,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgwYODzA_PkttDKSEr14AaABAg,,@aysedogan1129,,Bir gecede 5 videonuzu izledim o kadar iyiydi ki nasıl bir kere de o kadar izledim anlamadım inciyle mükemmel bir uyumunuz var cok komiksiniz her videoda inci mutlaka olmalı ve bu seri umarım uzun yıllar devam eder Allah açık mutfağa arka sokaklar ömrü versin😂,75,1 yıl önce,Hayır,positive,0.8537,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgyTNwj3tVaF9vCLNVF4AaABAg,,@Seddanur,,İzlediğim en komik açık mutfaktı gülmekten yanaklarım kızardı tuğbayı çghb den zaten çok seviyordum aşırı tatlı bi kadın enerjisi mükemmel,36,1 yıl önce,Hayır,positive,0.8688,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugw8A5OxOMFOlJynMfd4AaABAg,,@BuseBl,,O kadar hayat telaşının arasında gülmek çok iyi geldi ❤,0,16 saat önce,Hayır,positive,0.9217,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugw5288I6gkYL9Gg1N94AaABAg,,@mervenuraydogmus2169,,Sonda dilekleri gerçekleşmiş video 1milyon izlenmiş 😅,20,5 ay önce,Hayır,positive,0.5852,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgzGR_ICN3PIYYtMd9p4AaABAg,,@theaseltrm,,Videonun başına uyarı koymalıydınız gerçekten hiç hoş değil az kalsın Tuğbaya gülerken çenem çıkıyordu,16,1 yıl önce,Hayır,negative,0.6733,,olumsuz,olumsuz
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgxBzrC3ZV0MwGrNie14AaABAg,,@dilekatalay2790,,Melis'in şovunda Tuğba'nın gülüşlerine bayılmıştım. Burada nasıl gülüyor diye meraktan geldim hahahhah çok tatlısın Tuğba <3,4,1 ay önce,Hayır,positive,0.8944,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugxj5NE8p9SpMJLRab54AaABAg,,@Ecem-l8e,,Tuğba'nın travmalarını dinlerken krize girdim. Aşırı iyi bir video,7,1 yıl önce,Hayır,positive,0.9085,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,UgyCL9kONwas5FLe1sp4AaABAg,,@benkurbaga8678,,Bu açık mutfak bölümü favorimm. Kaç kere izledim bilmiyorum ama yemek yapmak için mutfağa girdiğim an elim direkt bu videoya gidiyor. Yemek yaparken Tuğba'nın bıçakla mücadelesini ve travmalarını dinlemek bana iyi hissettiriyor.,11,1 yıl önce,Hayır,positive,0.8552,,olumlu,olumlu
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,https://www.youtube.com/watch?v=0vf80JFe4tU,Ugx5-bMedQGfqdkJuHV4AaABAg,,@MD.D-b7b9k,,Allah rıza'sı için tuğba yeniden gelsin 😍,9,1 ay önce,Hayır,positive,0.6987,öneri/tavsiye,olumlu,öneri/tavsiye
