Video Başlığı,Yorum ID,Yorum Metni,Nihai_Etiket,etiket_id,Beğeni Sayısı,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyhW0aotRwMG6-Pmft4AaABAg,Çok tatlısınıızz Emre özellikle espritülliğin çok HOŞŞ❤,olumlu,0,0,Hayır,positive,0.9102,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwKUK3IVs0izqTgaA14AaABAg,Enis arıkanı çok seviyorum ya çok komik herkesin hayatında enis arıkan gibi biri lazım insanın ömrü uzar🥹,olumlu,0,0,Hayır,positive,0.7787,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg,Yalan yok bu zamana kadar en keyif aldığımız projeydi “cidden bitti mi ya” diye birbirimize baktık Ama iyi haber mutfakta yine bir şeyler pişiyor! Çekilişe katılarak bize destek olan herkese çok teşekkürler ❤ link açıklamada 👆,olumlu,0,23 B,Hayır,positive,0.878,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwnVmpHT5KoGLPRa314AaABAg,Tolga Çevik effect,nötr,2,1,Hayır,neutral,0.8359,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgziFz2JT4_w_xHa1qZ4AaABAg,Videoyu gülümseyerek izledim O kadar sıcak o kadar içtendi ki… Şuan yurtdışında okuyorum ve böyle doğal ve samimi bir ortama çok uzağım bu yüzden bu video benim için ayrı keyifliydi Teşekkür EDIYORUMM 🥹🥹,olumlu,0,1,Hayır,positive,0.926,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzoLvoSFy6UMaTt5oh4AaABAg,İçim dışım Cem Yılmaz oldu,olumsuz,1,0,Hayır,negative,0.4656,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxgVpcmQnv5ZCoy_9Z4AaABAg,melis in hayatta bildiği tek şey duygular mı shjsdhsj ne demek tonsurton ne demek anvelop ne demek,nötr,2,2,Hayır,neutral,0.4974,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugwl-0g6_nXMu1aq6NF4AaABAg,Orkun video için gelmedim daha önce gittiğin düsük puanlı resturantlara tekrar git ve denetle hem senin için harika bir içerik hemde bize izlemesi güzel bir içerik çıkar,olumlu,0,47,Hayır,positive,0.7718,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwR1aQ52uFevd0nFi94AaABAg,ya enis çok tatlı ve çok komik ilerletmeden izledim HARIKAYDINIZZ,olumlu,0,4,Hayır,positive,0.9032,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyFFZGlg0Zh-r425c54AaABAg,Sponsorlu videoya sponsorlu içerik almak gerçek bir Kirazoğlu klasiğidir,nötr,2,1,Hayır,neutral,0.4558,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugz8VpGHH-TZn4DeSit4AaABAg,abi ne olur sonraki sezon da bu akdro değişmesin,olumsuz,1,0,Hayır,negative,0.7943,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyiFZ3lxYc6WZJVs054AaABAg,Orkun abi tek edilmiş yere gidin nolur ❤❤,olumsuz,1,0,Hayır,negative,0.3814,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAW4jRqz6FV9,o kalpler ne öyle top musun,olumsuz,1,0,Evet,negative,0.4564,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz-fL-I6JMMUm4RZ6l4AaABAg,Bedava Cem Yılmaz kaçmaz,nötr,2,6,Hayır,neutral,0.7258,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyAvcE-2x6AGBYn_q54AaABAg,Enis sana hep hayranım ilk günden beri 🥰 en iyi bölümdü net!,olumlu,0,4,Hayır,positive,0.9329,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxAsqbezYSuKRp3kAB4AaABAg,Öncelikle video çok güzel ve komikti bir konyalı olarak kare borcam için yarım bardak undan briaz fazlası ile 2 buçuk bardak su ile hamuru yaparsanaız daha güzel olur çünkü dikdörtgen bir borcam için ölçü 1 5 şeklindedir ❤❤,olumlu,0,0,Hayır,positive,0.7447,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxMflePDnzWf7uCeph4AaABAg,şurayı iki kere izledim ilkinde Emre yi ikincisinde Tuğba nın konuşmalarını ikisi de merak uyandırıcı jffjfj,olumlu,0,34,Hayır,positive,0.6015,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugzrv6lEfPPuE5Dw6494AaABAg,Bende video niye 1 saat dedim toplasan 10 dk yemek hakkında konuşmuşlardıe😂,nötr,2,3,Hayır,neutral,0.5132,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugz0dPN-jNHOpwBuv094AaABAg,Ciddi söylüyorum mlbb ye çok ön yargılıydım izledim bir günde 6 7 saat oynadım gerçekten güzel oyunmuş videoda mükemmeldi bitmesi çok üzdü 2 Sezon gelir inş,olumsuz,1,0,Hayır,negative,0.5369,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzOdhFTlEYy-1oZuF54AaABAg.ARsV8dtBEK3ASD730kHxfd,<kullaniciadi> <kullaniciadi> i storylerinde denk gelmiştim ben kendisini sunmasından ziyade yine Cem Yılmaz’ı onure edecek seyirciyi şaşırtacak bir sürpriz show teklifi olarak götürmüş,olumlu,0,1,Evet,positive,0.8021,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugy6YssbcjA8w964_0R4AaABAg,Enis arkadaslariyla konusuyor gibi hic kasmiyor ben de arkadas ortaminda boyleyim ISTE HALKTAN BIRI 😂,olumsuz,1,0,Hayır,negative,0.4702,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg,bonus bolum olarak enis abinin evine gidilsin çok ihtiyacımiz var,olumsuz,1,38 B,Hayır,negative,0.4142,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzwSW62FMUhoAqxcc94AaABAg,Enis ✨️✨️ Ben beyaz show muyum sen manyak mısın bu nasıl bir SORUGG evime gitmek ISTIYORUMMGG😂😂 ✨️✨️,olumsuz,1,2,Hayır,negative,0.436,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxTKaIP-Tnq-diqHnZ4AaABAg.AWLLrPFgCZMAWOrX9gCxdT,Bahsettiği kız da 95 bin takipçiden 200e yükseldi elini attığı yeri yeşertiyor inanılmaz bi insan,olumlu,0,8,Evet,positive,0.8105,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyQ0ujL7cfIaw1EbgR4AaABAg,Abi lütfen Murat Abi GF ve Berk Abi ile dedektif videosu gelsin abi lütfen zaten en çok izlenen serilerden biri dedektif ve Murat abide gelince ulti izlenicek bir seri,öneri/tavsiye,3,4,Hayır,positive,0.4346,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugye7pYTDU7GXf72HfR4AaABAg,Tunguscuk abim,nötr,2,0,Hayır,neutral,0.4024,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxH6PKe1ovvBRtUAjN4AaABAg,Arkadaki kahramanlara teşekkürler seri boyunca videolar çok güzel düzenlenmiş güldürmediği an yoktu,olumlu,0,6,Hayır,positive,0.9079,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzvoP7xH1jP_kSWBjx4AaABAg,Kaan Sekban candır 🤍,olumlu,0,18,Hayır,positive,0.8043,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugxjv8yFccr3PB5CF154AaABAg,abi evde sarı gömlekli kıvırcık saçlı biri var gizlice yemek yapıyor dikkat edin,olumsuz,1,41,Hayır,negative,0.5159,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugw4Xe8HRjcuCVoYPL94AaABAg,Yorumları okuyunca gerçekten şaşırıyorum Melis İşiten’e sempatim var mı? Hayır Sevmemek çok büyük bir duygu tanımak gerekir Ancak konuğunun lafını kesmeden konuğuna alan tanıyarak konuğunu öne çıkartarak oldukça keyifli bir program sunmuş İlk zamanlarında izlemiştim ve gerçekten sunuculuğu kötüydü ancak gördüm ki gerçekten sunuculukta yol kat etmiş Tebrik ederim Kadın gülüyor diye eleştirilmiş Ne yapsın kadın ya siz izlerken gülmediniz mi? O karşısındayken nasıl gülmesin? Yayınlanan bir içerik tabii ki eleştirilebilir ancak eleştirler yermek için değil geliştirmeye teşvik için olursa yerini bulur Bunu diyeceğime inamazdım ama “go girl!” 😄,olumlu,0,1,Hayır,positive,0.6776,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgycBu1JTgFCotRYhcV4AaABAg,Kaan Sekban gibi toplumsal her soruna ses çıkaran komedyeni sizin gibi hiçbir düzensizliğe ses çıkarmayan biri konuşamaz Cem Yılmaz devri bitmiştir nokta😊,olumsuz,1,9,Hayır,negative,0.8026,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwAnwfRwRi0fbEpnW94AaABAg,Benide grubaa ALINN şaka DEĞILL 😅🙋‍♀️,nötr,2,0,Hayır,neutral,0.5131,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxtlEfzo_VPo1qv-md4AaABAg,Uraz muhabbeti yeterli değil mi çok konusu geçiyor,olumsuz,1,0,Hayır,negative,0.6176,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyDhMkBKy-zlXalT6d4AaABAg.AS-g49TcpKcAS5WQCmIAUj,Geç olmuş ama olmuş Hiç tanımasaydınız yazık olurdu,olumsuz,1,1,Evet,negative,0.8728,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz86Y1rZlzVkdN7gz94AaABAg,Kaan ı harcamakta olmamış baya ayıp olmuş adama ben üzüldüm onun adına,olumsuz,1,13,Hayır,negative,0.9525,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugy383BcRRllGW4ZWW54AaABAg,bu seri de sürekli konsol oyuna oynadılar,nötr,2,0,Hayır,neutral,0.5568,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzCjpefZaZ1dStQJmJ4AaABAg,ELRAEN Yapmayın arkadaşlar bu program RR ABIEE,olumsuz,1,0,Hayır,negative,0.4513,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugwqflu-t5jb9b8AFHV4AaABAg,En en iyi bölüm gerçekten,olumlu,0,0,Hayır,positive,0.9316,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwmWU_-nYGd_7cymNZ4AaABAg.AUdGK0l9wF3AUhIhC03cBb,tuğkan abidende 20 25 bandı küçük olduğu için dengeliyordur işleri,nötr,2,12,Evet,neutral,0.4715,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxOfDXn_Q8fkBdBTZl4AaABAg,Abi taner abiye cok üzüldüm nedense herkes ona oynuyor resmen hepde onu seçiyorlar adam bıktı bence artık,olumsuz,1,0,Hayır,negative,0.9582,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyjybcqXFv4DrFkk3p4AaABAg,Format guzel ama yarismacilarin hepsi samimi karakter oldugu icin boylesine keyif alindi bence 👏,olumlu,0,0,Hayır,positive,0.8602,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyHnycpfHb43ruGS5J4AaABAg,Abi sol alt köşeye sponsor da koy böyle olmamış,olumsuz,1,0,Hayır,negative,0.6515,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugyxmghoae4aiZ3MxBh4AaABAg,İlk kez programında bu kadargüldüm her hafta gelsin yaa Melis yaa 😂,öneri/tavsiye,3,2,Hayır,positive,0.8166,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyTzWITx8iVHVTVI3J4AaABAg,Gulmekten ÇATLADIMM Enis Arikan HARIKASIN😂😂,olumlu,0,0,Hayır,positive,0.8805,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgykI5Vc8J9jqzY6uzJ4AaABAg,En iyi konuk tuğba abla bence gerçekten AŞIRI İYİYDİ 5 İzleyişim her konuda uyum sağlaması falan herşey çok iyiydi🙌,olumlu,0,4,Hayır,positive,0.9206,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyohNrGFhDChdYV9oF4AaABAg.ARlLHPBheJdAS2omnt_di8,Kesin yorumlarda bu salak cümle vardır diye baktım ki varmış Koyundan betersiniz biri bir şey yapıp tutunca hemen kullanmasanız olmaz,olumsuz,1,0,Evet,negative,0.814,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcMoQ5kzXq,valla bizde bayıla bayıla izledik,nötr,2,0,Evet,neutral,0.3868,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyPGIvmCpd1JI9saZF4AaABAg,Enis bir gun instadan yayin acmisti katildim orda Betul diye adimi soylemesini istedim o da soylemis ve o sira internetim kesildi diye neler soyledigini duymadim Yayindakilerde benden sonra afini soylemesini istemis adam delirdi herkesin adini soyleyen bir yayina döndü ama ben cok mutlu olmustum ENIIS yine adimi soyler misin😄,olumlu,0,7,Hayır,positive,0.5338,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwXsSCsa9DuVC1erWB4AaABAg,Melih amcanın kanalı varmi,nötr,2,0,Hayır,neutral,0.8042,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxtcWbfeLDD2eQgad54AaABAg,Enis Arikan bir STARdir ⭐,olumlu,0,0,Hayır,positive,0.8294,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyF2Kv61s8UDmCmhKF4AaABAg,Gülmeden duramiyom aq,olumsuz,1,0,Hayır,negative,0.8062,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwKkBEefSxJycC3yNx4AaABAg,Melih amca skills,nötr,2,0,Hayır,neutral,0.4587,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxvMVP4t6Nf2Chy7ON4AaABAg,Her konuk ayrı ayrı mı yakışır ne güzel bir içerik bu Açık mutfak ya 👏🏻 emreyle inci tek olunca ayrı sarıyo yeşimle ayrı sarıyo tuğbayla ayrı sarıyo ve diğerleri efsanesiniz tebrikler 🎉,olumlu,0,9,Hayır,positive,0.8864,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugz_pslO86OaRCFeVuV4AaABAg,Emre çok iyisin ha,olumlu,0,0,Hayır,positive,0.8893,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyxAaiL-tr_CuL7bNp4AaABAg,2 Saat 8 dakika izledik mi ?? 😅😅 baska program olsa ÖFF denir DEE HANII,nötr,2,0,Hayır,neutral,0.4464,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUccRYkSEbI,Kesinlikle katılıyorum,olumlu,0,2,Evet,positive,0.5407,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgznT9E1tt2v9opJJvB4AaABAg,Milleti yol boyunca rahatsız etmişler sonra da insanlar tepki gösterince bize böyle dediler deyip insanları dillerine dolamışlar Hemen her videosunu izlediğim Orkun Işıtmak videosundan ilk defa nefret ettim Rehberi küçük düşürmeye çalışmalar üst perdeden konuşmalar vs vs hiç yakıştıramadım,olumsuz,1,1,Hayır,negative,0.9416,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwoSyP0uGCzJlzOETp4AaABAg,bisi dicem mert abiyle tugkan abi KARDEŞMI??😮😮,nötr,2,0,Hayır,neutral,0.4922,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugw9LE-jKvD5KFZLKSV4AaABAg,HARIKAA bir seriydi teşekkürler emeği geçen herkese,olumlu,0,0,Hayır,positive,0.9461,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzD4rwZIusAbT9Erkx4AaABAg,ne güzel sohbetti teşekkürler meliste biraz programa hazırlansaydı keşke biraz içerikten bi haberdi,öneri/tavsiye,3,0,Hayır,positive,0.7595,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyISgGOSO45Li2nmmN4AaABAg,Hayatında izlerken en keyif aldığım videolarda ilk 5 bunlar her bölümü izlerken farklı keyif aldım,olumlu,0,0,Hayır,positive,0.9155,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwqhI26UM0q8PKJsxN4AaABAg,Yaa ENISS iyiki VARSINN😍😍,olumlu,0,0,Hayır,positive,0.9381,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwA88tkmzsNpJlc0SB4AaABAg,İzlediğim en iyi vlog ve puanlama videosuydu AŞŞIRI tatlı samimi te teyzenin ama niye öyle yazdın demesi🥺 orkunun cevabı da çok tatlı Videonun tek eksiği otobüstekilere tek magnet değil bir şeyler ısmarlamalıydınız,olumlu,0,4,Hayır,positive,0.7211,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwHdmoTm9yxDzU6sVh4AaABAg,İstisnasız her bölümde Taner abinin bir hareketine kükremişimdir,olumlu,0,0,Hayır,positive,0.6811,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwbukQaF_r_VTC8H7Z4AaABAg,Yaa harikasın Melis iki saat Cem Yılmaz’a doyurdun bizi 🎉,olumlu,0,0,Hayır,positive,0.9372,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyPH7luexJ4848g80B4AaABAg.ARrWofepQoKARtMnKS5Whj,Ama sevgi ve saygı duyduğunu belirttikten sonra… gelen konuğun da modaratörün de farklı kulvarlardan çekememezlik duyguları su yüzüne çıkmış…,olumsuz,1,1,Evet,negative,0.4604,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzLIi6BJ5ClaT6HWH94AaABAg,Tuğba anksiyetesi yüzünden bütün oyunculuk skillerini burda kullandı tebrikler 😂😂,olumlu,0,0,Hayır,positive,0.7106,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzgmuuUPxBmsex41i14AaABAg,Açık ara en iyi bölüm,olumlu,0,10,Hayır,positive,0.9221,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcrRBJfS1Z,Abi bu elreane ve reanne kalsın limon abladakalsın 2 sezon olsun lütfen abi bu başka bölümün olmaması hayatımdan bir parça koptu gibi hissediyorum oyuzden 2 sezon lütfen sağlıcakta kal abi abi üzüldüm bu anda,olumsuz,1,0,Evet,negative,0.8412,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyDgKCpfk6TYoVx0cR4AaABAg.AVCwVW2f9q-AVDxvhuUTNq,O bu videoda degil kardesim,nötr,2,0,Evet,neutral,0.6071,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugy1-yqjblKF595sHxJ4AaABAg,Emir çok iyi magnet aldı,olumlu,0,1,Hayır,positive,0.772,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxkVlKoITFy854byPd4AaABAg,abla fantazi elbisesi giymiş,nötr,2,1,Hayır,neutral,0.569,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugw_7czr-CecVr_ka-d4AaABAg,Sevgili Melis merhabalar seni çok beğeniyorum televizyon da ki halinden ziyade kızına bakınca anneliğini Uraz ile diyaloğunda ki kadınlığın ve Melis olarak yaptığın işleri de…Umarım yaşamın sana her daim sen olma fırsatı tanıması ve senin yapabildiklerini bizlerin izleme şansına erişmesini dilerim…Cem Yılmaz da çok beğendiğim ve takdir ettiğim biridir programın da en başta bir soru sordun stüdyo izleyicilerine ama ben bu soruna burada cevap vermek isterim ve bunu da Cem Yılmaz a iletebilirsiniz çok mutlu olurum… Ben 1 günlüğüne Cem Yılmaz olsam tam anlamıyla Cem Yılmaz olmak bedir nasıldır onu anlamaya çalışırım…Her ne kadar ticari bir durum olsa da işimin insanları günlük yaşam da güldürebilmekden değil her insanın günlük yaşamın da veya genelinde gülebilecek ve gülerken de gerçekten farkındalık yaşatmak nasıl bir yetenek bana ne hissediyor…Magazinsel bakış açısının tersine uçağı var lüks araba koleksiyonu var gibi herhangi başka bir insanın da sahip olabileceği şeylerin dışında ben nasıl bir insanım ben bu dünya ya 1 insan yavrusunun babası olmama vesile kılınmışım ben nasıl bir babayım özüm de ben bu kadar gözlerin üzerin de ve Abii YAA o Cem Yılmaz derken sanki benim insan üstü veya diğer insanlardan daha üstün veya torpil geçilmiş bir yaşamı varmış gibi yansıtılan yaşam da gerçekten Cem Yılmaz’ın nasıl bir gün geçirdiğini anlamaya çalışma ve bunu soran merak eden olursa gerçeği anlatabilmeyi isterdim…Ülkemizin genelinin görünen ve görünenin arkasında ki şeylerin aynı olmadığını aslın da bir çok yargıya rağmen adamçık zengin ne isterse yapar gibi yargıların dılın da gerçekte neler yaşadığı nasıl hissettiği bütün bunları nasıl filtrelerin sunduğunu anlamaya çalışırdım…Saha da uzun yazabilirim Kısaca 1 günlüğüne Cem Yılmaz olmak gerçekte nasıl bir his ne gibi sorumluluklar nelere rağmen hep üretmek hep çalışmak Cem Yılmaz olarak nasıl bir his Gerçeği yansıtmayan Yaşamını sadece Güler güldürürüm dışın da nasıl bür insan neler yapar nasıl Yaşar nasıl bir disiplinle başarıların devamını getirir…Ben seçtiğim yaşam arkadaşı ve sosyal çevrem dahi önceliğim hep zeka dır izlediğim dizi veya film de zeka olması gerekir Ve ben Cem Yılmaz’ı ın en çok zekasına hayranım…ve bu dehalık düzeyinde ki zekasını eyleme dökme haline…Burada keseyim umarım kendimi ifade edebilmişimdir…seni ayrı Cem Yılmaz’ı çok ayrı seviyorum…ulaştırma şansın olursa ve iletebilirsiniz sevinirim bana dönüş yapmasını tatbiki bekleyemem ama yaki ulaşırsa da çok mutlu olurum😇,olumlu,0,0,Hayır,positive,0.8025,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx4vk1PGDzBYyvMVwd4AaABAg,Gerçekten ilk videolarınla şimdikiler arasında uçurumlar var emek vererek özen göstererek ve kendini geliştirerek yapıyorsun işini severek izliyoruz seni böyle içeriklere devam 🎉❤,olumlu,0,0,Hayır,positive,0.9296,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwYQyNKZt7VFrSLnNl4AaABAg,EMRE HAHAHHAHAHAHAH CKK İYİ,olumlu,0,1,Hayır,positive,0.4981,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyURJVe5CWgh-zLmoV4AaABAg,Mert abinin odasındaki rengoku figürünü tek ben fark etmiş olamam ya,olumsuz,1,1,Hayır,negative,0.5546,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzhtKExmA54scX1F3t4AaABAg.AUcAhboOD7nAUcFNAbg4F2,ve çok TATLII mertin arkasına falan kaçıyor,olumlu,0,22,Evet,positive,0.7778,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugyh2T8nQxbc4GF4nD94AaABAg,Kahretsin anıra anıra güldüğüm şu bölümü enise teşekürlerimi borç bilirim mükemmel di herşey o kadar gerçekti ki anlatamam,olumlu,0,1,Hayır,positive,0.8208,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyNP3MkKhlCpVfSgp54AaABAg,Yemək yerken izleməyin benim gibi gulməktən boğula bilirsiniz 😂😂,olumsuz,1,1,Hayır,negative,0.3871,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwHqfJlaY3FooAfdYt4AaABAg,Eldiven giyip saçına dokundu 🤦‍♀️,olumsuz,1,0,Hayır,negative,0.7487,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzUxStZpbDUMpKY1p54AaABAg.AUcYVx0W5SJAUd-SUElLcs,CİDDEN HARİKAYDI DD,olumsuz,1,0,Evet,negative,0.3929,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyojygbJj21PcXlkW54AaABAg,Gerçekten çok eylenceli bir seriydi neredeyse nefessiz izledim ekip te çok güzel olmuş inşallah yeni bölümleri bekliyoruz! 2 Sezon harbili akar,olumlu,0,1,Hayır,positive,0.9285,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxR26YJZT1Cu3IoJsV4AaABAg,ÇOOK eğlendim,olumlu,0,0,Hayır,positive,0.9,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxvVVtWCNbA11icXB94AaABAg,Melis çok abarttı bu gülme işini,olumsuz,1,0,Hayır,negative,0.8887,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwvF-5pxWzj5oS2gzh4AaABAg,Taner Abi Fiyat Biçmek İçin Tuğkan Abinin Hediyesini Checkliyor sjsjsjsjjsjs,nötr,2,4,Hayır,neutral,0.8005,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcrgprPa7P,2 SEZONN,nötr,2,0,Evet,neutral,0.4866,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyJ0kV7TGCEACL_PDF4AaABAg.AEK0UkOds6BAEMD8ncMzZU,Gözlerimden yaş geldi dinlerken 😅,olumlu,0,1,Evet,positive,0.6039,
